#Uploaded_variation	Location	Allele	Consequence	IMPACT	SYMBOL	Gene	Feature_type	Feature	BIOTYPE	EXON	INTRON	HGVSc	HGVSp	cDNA_position	CDS_position	Protein_position	Amino_acids	Codons	Existing_variation	REF_ALLELE	UPLOADED_ALLELE	DISTANCE	STRAND	FLAGS	SYMBOL_SOURCE	HGNC_ID	MANE	MANE_SELECT	MANE_PLUS_CLINICAL	TSL	APPRIS	SIFT	PolyPhen	AF	CLIN_SIG	SOMATIC	PHENO	PUBMED	MOTIF_NAME	MOTIF_POS	HIGH_INF_POS	MOTIF_SCORE_CHANGE	TRANSCRIPTION_FACTORS
chr1_19288433_rs117022236	1:19288432-19288434	rs117022236	intron_variant	MODIFIER	AKR7A3	ENSG00000162482	Transcript	ENST00000361640.5	protein_coding	-	1/6	-	-	-	-	-	-	-	-	-	-	-	-1	-	HGNC	HGNC:390	MANE_Select	NM_012067.3	-	1	P1	-	-	-	-	-	-	-	-	-	-	-	-
chr3_48541975_rs73078304	3:48541974-48541976	rs73078304	intron_variant	MODIFIER	PFKFB4	ENSG00000114268	Transcript	ENST00000416568.5	protein_coding	-	4/13	-	-	-	-	-	-	-	-	-	-	-	-1	-	HGNC	HGNC:8875	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-
chr3_48541975_rs73078304	3:48541974-48541976	rs73078304	intron_variant,NMD_transcript_variant	MODIFIER	PFKFB4	ENSG00000114268	Transcript	ENST00000417753.5	nonsense_mediated_decay	-	5/14	-	-	-	-	-	-	-	-	-	-	-	-1	-	HGNC	HGNC:8875	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-
chr3_48541975_rs73078304	3:48541974-48541976	rs73078304	downstream_gene_variant	MODIFIER	PFKFB4	ENSG00000114268	Transcript	ENST00000422701.1	protein_coding	-	-	-	-	-	-	-	-	-	-	-	-	1604	-1	cds_end_NF	HGNC	HGNC:8875	-	-	-	3	-	-	-	-	-	-	-	-	-	-	-	-	-
chr3_48541975_rs73078304	3:48541974-48541976	rs73078304	intron_variant,NMD_transcript_variant	MODIFIER	PFKFB4	ENSG00000114268	Transcript	ENST00000445633.5	nonsense_mediated_decay	-	5/14	-	-	-	-	-	-	-	-	-	-	-	-1	-	HGNC	HGNC:8875	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-
chr3_48541975_rs73078304	3:48541974-48541976	rs73078304	intron_variant	MODIFIER	PFKFB4	ENSG00000114268	Transcript	ENST00000452531.5	protein_coding	-	4/8	-	-	-	-	-	-	-	-	-	-	-	-1	cds_end_NF	HGNC	HGNC:8875	-	-	-	5	-	-	-	-	-	-	-	-	-	-	-	-	-
chr3_48541975_rs73078304	3:48541974-48541976	rs73078304	intron_variant,non_coding_transcript_variant	MODIFIER	PFKFB4	ENSG00000114268	Transcript	ENST00000468162.5	protein_coding_CDS_not_defined	-	3/7	-	-	-	-	-	-	-	-	-	-	-	-1	-	HGNC	HGNC:8875	-	-	-	5	-	-	-	-	-	-	-	-	-	-	-	-	-
chr3_48541975_rs73078304	3:48541974-48541976	rs73078304	intron_variant,non_coding_transcript_variant	MODIFIER	PFKFB4	ENSG00000114268	Transcript	ENST00000471890.6	retained_intron	-	3/3	-	-	-	-	-	-	-	-	-	-	-	-1	-	HGNC	HGNC:8875	-	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-
chr3_48541975_rs73078304	3:48541974-48541976	rs73078304	intron_variant,non_coding_transcript_variant	MODIFIER	PFKFB4	ENSG00000114268	Transcript	ENST00000490115.5	protein_coding_CDS_not_defined	-	5/14	-	-	-	-	-	-	-	-	-	-	-	-1	-	HGNC	HGNC:8875	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-
chr3_48541975_rs73078304	3:48541974-48541976	rs73078304	intron_variant,non_coding_transcript_variant	MODIFIER	PFKFB4	ENSG00000114268	Transcript	ENST00000496767.5	protein_coding_CDS_not_defined	-	6/6	-	-	-	-	-	-	-	-	-	-	-	-1	-	HGNC	HGNC:8875	-	-	-	5	-	-	-	-	-	-	-	-	-	-	-	-	-
chr3_49863626_rs11130222	3:49863625-49863627	rs11130222	intron_variant	MODIFIER	CAMKV	ENSG00000164076	Transcript	ENST00000296471.11	protein_coding	-	1/9	-	-	-	-	-	-	-	-	-	-	-	-1	-	HGNC	HGNC:28788	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-
chr3_49863626_rs11130222	3:49863625-49863627	rs11130222	intron_variant	MODIFIER	CAMKV	ENSG00000164076	Transcript	ENST00000463537.5	protein_coding	-	1/10	-	-	-	-	-	-	-	-	-	-	-	-1	-	HGNC	HGNC:28788	-	-	-	5	-	-	-	-	-	-	-	-	-	-	-	-	-
chr3_49863626_rs11130222	3:49863625-49863627	rs11130222	intron_variant,NMD_transcript_variant	MODIFIER	CAMKV	ENSG00000164076	Transcript	ENST00000466535.5	nonsense_mediated_decay	-	1/9	-	-	-	-	-	-	-	-	-	-	-	-1	-	HGNC	HGNC:28788	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-
chr3_49863626_rs11130222	3:49863625-49863627	rs11130222	intron_variant	MODIFIER	CAMKV	ENSG00000164076	Transcript	ENST00000466940.5	protein_coding	-	1/11	-	-	-	-	-	-	-	-	-	-	-	-1	-	HGNC	HGNC:28788	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-
chr3_49863626_rs11130222	3:49863625-49863627	rs11130222	intron_variant	MODIFIER	CAMKV	ENSG00000164076	Transcript	ENST00000467248.5	protein_coding	-	1/10	-	-	-	-	-	-	-	-	-	-	-	-1	-	HGNC	HGNC:28788	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-
chr3_49863626_rs11130222	3:49863625-49863627	rs11130222	upstream_gene_variant	MODIFIER	CAMKV	ENSG00000164076	Transcript	ENST00000472895.5	retained_intron	-	-	-	-	-	-	-	-	-	-	-	-	1220	-1	-	HGNC	HGNC:28788	-	-	-	5	-	-	-	-	-	-	-	-	-	-	-	-	-
chr3_49863626_rs11130222	3:49863625-49863627	rs11130222	intron_variant,non_coding_transcript_variant	MODIFIER	CAMKV	ENSG00000164076	Transcript	ENST00000475665.5	retained_intron	-	1/9	-	-	-	-	-	-	-	-	-	-	-	-1	-	HGNC	HGNC:28788	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-
chr3_49863626_rs11130222	3:49863625-49863627	rs11130222	intron_variant,non_coding_transcript_variant	MODIFIER	CAMKV	ENSG00000164076	Transcript	ENST00000476105.1	retained_intron	-	1/2	-	-	-	-	-	-	-	-	-	-	-	-1	-	HGNC	HGNC:28788	-	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-
chr3_49863626_rs11130222	3:49863625-49863627	rs11130222	intron_variant	MODIFIER	CAMKV	ENSG00000164076	Transcript	ENST00000477224.6	protein_coding	-	1/10	-	-	-	-	-	-	-	-	-	-	-	-1	-	HGNC	HGNC:28788	MANE_Select	NM_024046.5	-	1	P1	-	-	-	-	-	-	-	-	-	-	-	-
chr3_49863626_rs11130222	3:49863625-49863627	rs11130222	upstream_gene_variant	MODIFIER	CAMKV	ENSG00000164076	Transcript	ENST00000478149.5	retained_intron	-	-	-	-	-	-	-	-	-	-	-	-	2602	-1	-	HGNC	HGNC:28788	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-
chr3_49863626_rs11130222	3:49863625-49863627	rs11130222	intron_variant,non_coding_transcript_variant	MODIFIER	CAMKV	ENSG00000164076	Transcript	ENST00000479704.5	retained_intron	-	1/3	-	-	-	-	-	-	-	-	-	-	-	-1	-	HGNC	HGNC:28788	-	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-
chr3_49863626_rs11130222	3:49863625-49863627	rs11130222	intron_variant	MODIFIER	CAMKV	ENSG00000164076	Transcript	ENST00000480398.2	protein_coding	-	1/4	-	-	-	-	-	-	-	-	-	-	-	-1	cds_end_NF	HGNC	HGNC:28788	-	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-
chr3_49863626_rs11130222	3:49863625-49863627	rs11130222	upstream_gene_variant	MODIFIER	CAMKV	ENSG00000164076	Transcript	ENST00000483811.5	retained_intron	-	-	-	-	-	-	-	-	-	-	-	-	1220	-1	-	HGNC	HGNC:28788	-	-	-	5	-	-	-	-	-	-	-	-	-	-	-	-	-
chr3_49863626_rs11130222	3:49863625-49863627	rs11130222	intron_variant,NMD_transcript_variant	MODIFIER	CAMKV	ENSG00000164076	Transcript	ENST00000487726.5	nonsense_mediated_decay	-	1/11	-	-	-	-	-	-	-	-	-	-	-	-1	-	HGNC	HGNC:28788	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-
chr3_49863626_rs11130222	3:49863625-49863627	rs11130222	intron_variant	MODIFIER	CAMKV	ENSG00000164076	Transcript	ENST00000488336.5	protein_coding	-	1/11	-	-	-	-	-	-	-	-	-	-	-	-1	-	HGNC	HGNC:28788	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-
chr3_49863626_rs11130222	3:49863625-49863627	rs11130222	intron_variant,non_coding_transcript_variant	MODIFIER	CAMKV	ENSG00000164076	Transcript	ENST00000498324.5	protein_coding_CDS_not_defined	-	1/4	-	-	-	-	-	-	-	-	-	-	-	-1	-	HGNC	HGNC:28788	-	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-
chr3_49863626_rs11130222	3:49863625-49863627	rs11130222	non_coding_transcript_exon_variant	MODIFIER	RN7SL217P	ENSG00000264706	Transcript	ENST00000584520.2	misc_RNA	1/1	-	-	-	34-35	-	-	-	-	-	-	-	-	-1	-	HGNC	HGNC:46233	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
chr3_49863626_rs11130222	3:49863625-49863627	rs11130222	upstream_gene_variant	MODIFIER	CAMKV	ENSG00000164076	Transcript	ENST00000620470.4	protein_coding	-	-	-	-	-	-	-	-	-	-	-	-	1238	-1	-	HGNC	HGNC:28788	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-
chr3_85855883_rs71316816	3:85855882-85855884	rs71316816	intron_variant	MODIFIER	CADM2	ENSG00000175161	Transcript	ENST00000383699.8	protein_coding	-	3/9	-	-	-	-	-	-	-	-	-	-	-	1	-	HGNC	HGNC:29849	MANE_Select	NM_001167675.2	-	1	A1	-	-	-	-	-	-	-	-	-	-	-	-
chr3_85855883_rs71316816	3:85855882-85855884	rs71316816	intron_variant	MODIFIER	CADM2	ENSG00000175161	Transcript	ENST00000405615.2	protein_coding	-	2/9	-	-	-	-	-	-	-	-	-	-	-	1	-	HGNC	HGNC:29849	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-
chr3_85855883_rs71316816	3:85855882-85855884	rs71316816	intron_variant	MODIFIER	CADM2	ENSG00000175161	Transcript	ENST00000407528.6	protein_coding	-	2/9	-	-	-	-	-	-	-	-	-	-	-	1	-	HGNC	HGNC:29849	-	-	-	1	P4	-	-	-	-	-	-	-	-	-	-	-	-
chr3_120222473_rs9833127	3:120222472-120222474	rs9833127	intron_variant	MODIFIER	GPR156	ENSG00000175697	Transcript	ENST00000461057.1	protein_coding	-	2/8	-	-	-	-	-	-	-	-	-	-	-	-1	-	HGNC	HGNC:20844	-	-	-	1	P4	-	-	-	-	-	-	-	-	-	-	-	-
chr3_120222473_rs9833127	3:120222472-120222474	rs9833127	intron_variant	MODIFIER	GPR156	ENSG00000175697	Transcript	ENST00000464295.6	protein_coding	-	3/9	-	-	-	-	-	-	-	-	-	-	-	-1	-	HGNC	HGNC:20844	MANE_Select	NM_153002.3	-	5	A2	-	-	-	-	-	-	-	-	-	-	-	-
chr3_120222473_rs9833127	3:120222472-120222474	rs9833127	intron_variant,NMD_transcript_variant	MODIFIER	GPR156	ENSG00000175697	Transcript	ENST00000495912.5	nonsense_mediated_decay	-	2/3	-	-	-	-	-	-	-	-	-	-	-	-1	-	HGNC	HGNC:20844	-	-	-	5	-	-	-	-	-	-	-	-	-	-	-	-	-
chr3_169273045_rs115798104	3:169273044-169273046	rs115798104	upstream_gene_variant	MODIFIER	MECOM	ENSG00000085276	Transcript	ENST00000481315.1	protein_coding	-	-	-	-	-	-	-	-	-	-	-	-	3807	-1	cds_end_NF	HGNC	HGNC:3498	-	-	-	5	-	-	-	-	-	-	-	-	-	-	-	-	-
chr3_169273045_rs115798104	3:169273044-169273046	rs115798104	intron_variant,non_coding_transcript_variant	MODIFIER	MECOM	ENSG00000085276	Transcript	ENST00000485957.1	protein_coding_CDS_not_defined	-	2/2	-	-	-	-	-	-	-	-	-	-	-	-1	-	HGNC	HGNC:3498	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-
chr3_169273045_rs115798104	3:169273044-169273046	rs115798104	intron_variant	MODIFIER	MECOM	ENSG00000085276	Transcript	ENST00000494292.6	protein_coding	-	2/15	-	-	-	-	-	-	-	-	-	-	-	-1	-	HGNC	HGNC:3498	-	-	-	5	A1	-	-	-	-	-	-	-	-	-	-	-	-
chr3_169273045_rs115798104	3:169273044-169273046	rs115798104	intron_variant	MODIFIER	MECOM	ENSG00000085276	Transcript	ENST00000651503.2	protein_coding	-	2/16	-	-	-	-	-	-	-	-	-	-	-	-1	-	HGNC	HGNC:3498	MANE_Select	NM_004991.4	-	-	P3	-	-	-	-	-	-	-	-	-	-	-	-
chr4_82449680_rs6850546	4:82449679-82449681	rs6850546	intron_variant	MODIFIER	ENOPH1	ENSG00000145293	Transcript	ENST00000273920.8	protein_coding	-	2/5	-	-	-	-	-	-	-	-	-	-	-	1	-	HGNC	HGNC:24599	MANE_Select	NM_021204.5	-	1	P1	-	-	-	-	-	-	-	-	-	-	-	-
chr4_82449680_rs6850546	4:82449679-82449681	rs6850546	intron_variant	MODIFIER	ENOPH1	ENSG00000145293	Transcript	ENST00000505846.5	protein_coding	-	2/4	-	-	-	-	-	-	-	-	-	-	-	1	-	HGNC	HGNC:24599	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-
chr4_82449680_rs6850546	4:82449679-82449681	rs6850546	intron_variant	MODIFIER	ENOPH1	ENSG00000145293	Transcript	ENST00000509635.5	protein_coding	-	2/5	-	-	-	-	-	-	-	-	-	-	-	1	-	HGNC	HGNC:24599	-	-	-	3	-	-	-	-	-	-	-	-	-	-	-	-	-
chr5_746754_rs4957096	5:746753-746755	rs4957096	intron_variant	MODIFIER	ZDHHC11B	ENSG00000206077	Transcript	ENST00000508859.8	protein_coding	-	8/13	-	-	-	-	-	-	-	-	-	-	-	-1	-	HGNC	HGNC:32962	MANE_Select	NM_001351303.2	-	5	P1	-	-	-	-	-	-	-	-	-	-	-	-
chr5_746754_rs4957096	5:746753-746755	rs4957096	intron_variant,NMD_transcript_variant	MODIFIER	ZDHHC11B	ENSG00000206077	Transcript	ENST00000522356.3	nonsense_mediated_decay	-	9/15	-	-	-	-	-	-	-	-	-	-	-	-1	-	HGNC	HGNC:32962	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-
chr5_746754_rs4957096	5:746753-746755	rs4957096	downstream_gene_variant	MODIFIER	ZDHHC11B	ENSG00000206077	Transcript	ENST00000622126.2	retained_intron	-	-	-	-	-	-	-	-	-	-	-	-	595	-1	-	HGNC	HGNC:32962	-	-	-	5	-	-	-	-	-	-	-	-	-	-	-	-	-
chr5_746754_rs4957096	5:746753-746755	rs4957096	downstream_gene_variant	MODIFIER	ZDHHC11B	ENSG00000206077	Transcript	ENST00000651714.1	nonsense_mediated_decay	-	-	-	-	-	-	-	-	-	-	-	-	4451	-1	-	HGNC	HGNC:32962	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
chr5_1418891_rs150052082	5:1418890-1418892	rs150052082	intron_variant	MODIFIER	SLC6A3	ENSG00000142319	Transcript	ENST00000270349.12	protein_coding	-	6/14	-	-	-	-	-	-	-	-	-	-	-	-1	-	HGNC	HGNC:11049	MANE_Select	NM_001044.5	-	1	P1	-	-	-	-	-	-	-	-	-	-	-	-
chr5_1418891_rs150052082	5:1418890-1418892	rs150052082	upstream_gene_variant	MODIFIER	SLC6A3	ENSG00000142319	Transcript	ENST00000511750.1	retained_intron	-	-	-	-	-	-	-	-	-	-	-	-	2313	-1	-	HGNC	HGNC:11049	-	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-
chr5_1418891_rs150052082	5:1418890-1418892	rs150052082	intron_variant	MODIFIER	SLC6A3	ENSG00000142319	Transcript	ENST00000713696.1	protein_coding	-	5/14	-	-	-	-	-	-	-	-	-	-	-	-1	-	HGNC	HGNC:11049	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
chr5_1418891_rs150052082	5:1418890-1418892	rs150052082	intron_variant,NMD_transcript_variant	MODIFIER	SLC6A3	ENSG00000142319	Transcript	ENST00000713697.1	nonsense_mediated_decay	-	6/10	-	-	-	-	-	-	-	-	-	-	-	-1	-	HGNC	HGNC:11049	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
chr5_38361438_rs114681435	5:38361437-38361439	rs114681435	intron_variant	MODIFIER	EGFLAM	ENSG00000164318	Transcript	ENST00000322350.10	protein_coding	-	5/21	-	-	-	-	-	-	-	-	-	-	-	1	-	HGNC	HGNC:26810	MANE_Select	NM_152403.4	-	1	P3	-	-	-	-	-	-	-	-	-	-	-	-
chr5_38361438_rs114681435	5:38361437-38361439	rs114681435	intron_variant	MODIFIER	EGFLAM	ENSG00000164318	Transcript	ENST00000354891.7	protein_coding	-	5/22	-	-	-	-	-	-	-	-	-	-	-	1	-	HGNC	HGNC:26810	-	-	-	1	A2	-	-	-	-	-	-	-	-	-	-	-	-
chr5_44301064_rs11742761	5:44301063-44301065	rs11742761	3_prime_UTR_variant	MODIFIER	FGF10	ENSG00000070193	Transcript	ENST00000264664.5	protein_coding	3/3	-	-	-	5295-5296	-	-	-	-	-	-	-	-	-1	-	HGNC	HGNC:3666	MANE_Select	NM_004465.2	-	1	P1	-	-	-	-	-	-	-	-	-	-	-	-
chr5_59464461_rs149799089	5:59464460-59464462	rs149799089	intron_variant,NMD_transcript_variant	MODIFIER	PDE4D	ENSG00000113448	Transcript	ENST00000309641.10	nonsense_mediated_decay	-	1/15	-	-	-	-	-	-	-	-	-	-	-	-1	-	HGNC	HGNC:8783	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-
chr5_59464461_rs149799089	5:59464460-59464462	rs149799089	intron_variant	MODIFIER	PDE4D	ENSG00000113448	Transcript	ENST00000340635.11	protein_coding	-	1/14	-	-	-	-	-	-	-	-	-	-	-	-1	-	HGNC	HGNC:8783	MANE_Select	NM_001104631.2	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-
chr5_59464461_rs149799089	5:59464460-59464462	rs149799089	intron_variant	MODIFIER	PDE4D	ENSG00000113448	Transcript	ENST00000360047.9	protein_coding	-	1/14	-	-	-	-	-	-	-	-	-	-	-	-1	-	HGNC	HGNC:8783	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-
chr5_59464461_rs149799089	5:59464460-59464462	rs149799089	intron_variant,non_coding_transcript_variant	MODIFIER	PDE4D	ENSG00000113448	Transcript	ENST00000405053.7	protein_coding_CDS_not_defined	-	1/5	-	-	-	-	-	-	-	-	-	-	-	-1	-	HGNC	HGNC:8783	-	-	-	5	-	-	-	-	-	-	-	-	-	-	-	-	-
chr5_59464461_rs149799089	5:59464460-59464462	rs149799089	intron_variant	MODIFIER	PDE4D	ENSG00000113448	Transcript	ENST00000502484.6	protein_coding	-	3/16	-	-	-	-	-	-	-	-	-	-	-	-1	-	HGNC	HGNC:8783	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-
chr5_59464461_rs149799089	5:59464460-59464462	rs149799089	intron_variant	MODIFIER	PDE4D	ENSG00000113448	Transcript	ENST00000502575.1	protein_coding	-	1/5	-	-	-	-	-	-	-	-	-	-	-	-1	-	HGNC	HGNC:8783	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-
chr5_59464461_rs149799089	5:59464460-59464462	rs149799089	intron_variant	MODIFIER	PDE4D	ENSG00000113448	Transcript	ENST00000505453.1	protein_coding	-	1/10	-	-	-	-	-	-	-	-	-	-	-	-1	cds_end_NF	HGNC	HGNC:8783	-	-	-	5	-	-	-	-	-	-	-	-	-	-	-	-	-
chr5_59464461_rs149799089	5:59464460-59464462	rs149799089	intron_variant	MODIFIER	PDE4D	ENSG00000113448	Transcript	ENST00000507116.6	protein_coding	-	1/14	-	-	-	-	-	-	-	-	-	-	-	-1	-	HGNC	HGNC:8783	-	-	-	1	P4	-	-	-	-	-	-	-	-	-	-	-	-
chr5_59464461_rs149799089	5:59464460-59464462	rs149799089	intron_variant,non_coding_transcript_variant	MODIFIER	PDE4D	ENSG00000113448	Transcript	ENST00000514231.1	retained_intron	-	2/2	-	-	-	-	-	-	-	-	-	-	-	-1	-	HGNC	HGNC:8783	-	-	-	3	-	-	-	-	-	-	-	-	-	-	-	-	-
chr5_114241466_rs4705644	5:114241465-114241467	rs4705644	intron_variant	MODIFIER	KCNN2	ENSG00000080709	Transcript	ENST00000512097.10	protein_coding	-	4/12	-	-	-	-	-	-	-	-	-	-	-	1	-	HGNC	HGNC:6291	-	-	-	5	A2	-	-	-	-	-	-	-	-	-	-	-	-
chr5_114241466_rs4705644	5:114241465-114241467	rs4705644	intron_variant,non_coding_transcript_variant	MODIFIER	-	ENSG00000300763	Transcript	ENST00000773900.1	lncRNA	-	1/3	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
chr5_119351200_rs4895368	5:119351199-119351201	rs4895368	intron_variant	MODIFIER	TNFAIP8	ENSG00000145779	Transcript	ENST00000274456.6	protein_coding	-	1/1	-	-	-	-	-	-	-	-	-	-	-	1	-	HGNC	HGNC:17260	-	-	-	1	P1	-	-	-	-	-	-	-	-	-	-	-	-
chr5_119351200_rs4895368	5:119351199-119351201	rs4895368	intron_variant	MODIFIER	TNFAIP8	ENSG00000145779	Transcript	ENST00000388882.5	protein_coding	-	2/2	-	-	-	-	-	-	-	-	-	-	-	1	cds_end_NF	HGNC	HGNC:17260	-	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-
chr5_119351200_rs4895368	5:119351199-119351201	rs4895368	upstream_gene_variant	MODIFIER	TNFAIP8	ENSG00000145779	Transcript	ENST00000415806.2	protein_coding	-	-	-	-	-	-	-	-	-	-	-	-	4834	1	-	HGNC	HGNC:17260	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-
chr5_119351200_rs4895368	5:119351199-119351201	rs4895368	upstream_gene_variant	MODIFIER	TNFAIP8	ENSG00000145779	Transcript	ENST00000503646.1	protein_coding	-	-	-	-	-	-	-	-	-	-	-	-	3572	1	-	HGNC	HGNC:17260	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-
chr5_119351200_rs4895368	5:119351199-119351201	rs4895368	upstream_gene_variant	MODIFIER	TNFAIP8	ENSG00000145779	Transcript	ENST00000504642.1	protein_coding	-	-	-	-	-	-	-	-	-	-	-	-	4112	1	-	HGNC	HGNC:17260	-	-	-	3	-	-	-	-	-	-	-	-	-	-	-	-	-
chr5_119351200_rs4895368	5:119351199-119351201	rs4895368	upstream_gene_variant	MODIFIER	TNFAIP8	ENSG00000145779	Transcript	ENST00000504771.3	protein_coding	-	-	-	-	-	-	-	-	-	-	-	-	4818	1	-	HGNC	HGNC:17260	MANE_Select	NM_014350.4	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-
chr5_119351200_rs4895368	5:119351199-119351201	rs4895368	intron_variant	MODIFIER	TNFAIP8	ENSG00000145779	Transcript	ENST00000513374.1	protein_coding	-	1/1	-	-	-	-	-	-	-	-	-	-	-	1	-	HGNC	HGNC:17260	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-
chr6_18229414_rs145578678	6:18229413-18229415	rs145578678	intron_variant	MODIFIER	DEK	ENSG00000124795	Transcript	ENST00000244776.11	protein_coding	-	8/9	-	-	-	-	-	-	-	-	-	-	-	-1	-	HGNC	HGNC:2768	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-
chr6_18229414_rs145578678	6:18229413-18229415	rs145578678	intron_variant,NMD_transcript_variant	MODIFIER	DEK	ENSG00000124795	Transcript	ENST00000505224.5	nonsense_mediated_decay	-	9/11	-	-	-	-	-	-	-	-	-	-	-	-1	-	HGNC	HGNC:2768	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-
chr6_18229414_rs145578678	6:18229413-18229415	rs145578678	intron_variant	MODIFIER	DEK	ENSG00000124795	Transcript	ENST00000507591.2	protein_coding	-	9/9	-	-	-	-	-	-	-	-	-	-	-	-1	-	HGNC	HGNC:2768	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-
chr6_18229414_rs145578678	6:18229413-18229415	rs145578678	intron_variant,NMD_transcript_variant	MODIFIER	DEK	ENSG00000124795	Transcript	ENST00000515770.2	nonsense_mediated_decay	-	10/11	-	-	-	-	-	-	-	-	-	-	-	-1	-	HGNC	HGNC:2768	-	-	-	5	-	-	-	-	-	-	-	-	-	-	-	-	-
chr6_18229414_rs145578678	6:18229413-18229415	rs145578678	intron_variant	MODIFIER	DEK	ENSG00000124795	Transcript	ENST00000651624.1	protein_coding	-	7/8	-	-	-	-	-	-	-	-	-	-	-	-1	-	HGNC	HGNC:2768	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
chr6_18229414_rs145578678	6:18229413-18229415	rs145578678	intron_variant	MODIFIER	DEK	ENSG00000124795	Transcript	ENST00000651992.1	protein_coding	-	8/9	-	-	-	-	-	-	-	-	-	-	-	-1	-	HGNC	HGNC:2768	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
chr6_18229414_rs145578678	6:18229413-18229415	rs145578678	intron_variant,non_coding_transcript_variant	MODIFIER	DEK	ENSG00000124795	Transcript	ENST00000652292.1	retained_intron	-	3/3	-	-	-	-	-	-	-	-	-	-	-	-1	-	HGNC	HGNC:2768	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
chr6_18229414_rs145578678	6:18229413-18229415	rs145578678	intron_variant	MODIFIER	DEK	ENSG00000124795	Transcript	ENST00000652576.1	protein_coding	-	9/10	-	-	-	-	-	-	-	-	-	-	-	-1	-	HGNC	HGNC:2768	-	-	-	-	P1	-	-	-	-	-	-	-	-	-	-	-	-
chr6_18229414_rs145578678	6:18229413-18229415	rs145578678	intron_variant	MODIFIER	DEK	ENSG00000124795	Transcript	ENST00000652689.1	protein_coding	-	9/10	-	-	-	-	-	-	-	-	-	-	-	-1	-	HGNC	HGNC:2768	MANE_Select	NM_003472.4	-	-	P1	-	-	-	-	-	-	-	-	-	-	-	-
chr6_20177686_rs111747604	6:20177685-20177687	rs111747604	intron_variant	MODIFIER	MBOAT1	ENSG00000172197	Transcript	ENST00000324607.8	protein_coding	-	1/12	-	-	-	-	-	-	-	-	-	-	-	-1	-	HGNC	HGNC:21579	MANE_Select	NM_001080480.3	-	1	P1	-	-	-	-	-	-	-	-	-	-	-	-
chr6_41192062_rs9394766	6:41192061-41192063	rs9394766	3_prime_UTR_variant	MODIFIER	TREML2	ENSG00000112195	Transcript	ENST00000483722.2	protein_coding	5/5	-	-	-	1471-1472	-	-	-	-	-	-	-	-	-1	-	HGNC	HGNC:21092	MANE_Select	NM_024807.4	-	1	P1	-	-	-	-	-	-	-	-	-	-	-	-
